"ONTOLOGY","ID","Description","GeneRatio_num","GeneRatio_den","BgRatio_num","BgRatio_den","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","EntrezID","Count","GeneRatio_val","BgRatio_val","Gene_Symbol","Ensembl ID","Pvalue","LogFC","origem"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"4249",56,0.159090909090909,0.111480865224626,"MGAT5","ENSG00000152127",1.79789679286793e-249,-26.8473818229969,"BOST_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"814",56,0.159090909090909,0.111480865224626,"CAMK4","ENSG00000152495",2.03355632871969e-05,59.5665895750261,"Delorey_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"814",56,0.159090909090909,0.111480865224626,"CAMK4","ENSG00000152495",4.61680969688295e-08,11.9859703183718,"Izar_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"23043",56,0.159090909090909,0.111480865224626,"TNIK","ENSG00000154310",0,-10.5327177184357,"Delorey_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"260425",56,0.159090909090909,0.111480865224626,"MAGI3","ENSG00000081026",0,-29.6599085085427,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"260425",56,0.159090909090909,0.111480865224626,"MAGI3","ENSG00000081026",0,-24.0318170254748,"BOST_Neutrophils.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"1956",56,0.159090909090909,0.111480865224626,"EGFR","ENSG00000146648",2.07889167512396e-153,-28.8885927676138,"Delorey_Fibroblasts.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"1956",56,0.159090909090909,0.111480865224626,"EGFR","ENSG00000146648",0,-24.0249465505029,"BOST_Neutrophils.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"868",56,0.159090909090909,0.111480865224626,"CBLB","ENSG00000114423",0,-26.4988518434211,"BOST_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",6.17660632812398e-36,-21.813329581066,"Delorey_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",4.39414361746203e-100,-13.5538184735028,"Izar_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",3.91603431550322e-168,-43.9106034061107,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",2.84434162637769e-29,-30.9842472530729,"Delorey_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",5.37760164245164e-52,-27.0061532348873,"Izar_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",1.83301062032846e-267,-46.8464786092225,"Delorey_Monocytes.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",5.01298102078923e-165,-18.092509082481,"BOST_Neutrophils.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",1.59025273135214e-08,-12.5588630485431,"BOST_RBC.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",0,-15.6851814240248,"BOST_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",2.04380953482453e-12,-13.9864322681449,"Delorey_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",1.86779869911517e-24,-10.7451857553582,"Izar_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57118",56,0.159090909090909,0.111480865224626,"CAMK1D","ENSG00000183049",1.76050069364801e-77,-52.5455780515418,"BOST_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"7325",56,0.159090909090909,0.111480865224626,"UBE2E2","ENSG00000182247",2.47832176684772e-34,-32.291588600376,"BOST_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"7325",56,0.159090909090909,0.111480865224626,"UBE2E2","ENSG00000182247",1.7250161529062e-103,-19.3565879082619,"Izar_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"7325",56,0.159090909090909,0.111480865224626,"UBE2E2","ENSG00000182247",6.11909073885303e-16,-21.8700905019213,"Delorey_Monocytes.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"2241",56,0.159090909090909,0.111480865224626,"FER","ENSG00000151422",1.18577485194074e-28,-15.4032781916811,"BOST_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"2241",56,0.159090909090909,0.111480865224626,"FER","ENSG00000151422",0,-10.6361430731473,"Delorey_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"55589",56,0.159090909090909,0.111480865224626,"BMP2K","ENSG00000138756",3.63290097612482e-14,10.453378735718,"Izar_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"5579",56,0.159090909090909,0.111480865224626,"PRKCB","ENSG00000166501",6.47351776315429e-10,9.67749878752461,"Izar_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"3643",56,0.159090909090909,0.111480865224626,"INSR","ENSG00000171105",4.47648701351832e-12,-20.470795274266,"Izar_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"2534",56,0.159090909090909,0.111480865224626,"FYN","ENSG00000010810",0,-16.6658285422622,"BOST_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"54986",56,0.159090909090909,0.111480865224626,"ULK4","ENSG00000168038",6.56849754886388e-194,-24.8672019164083,"Izar_Fibroblasts.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"2632",56,0.159090909090909,0.111480865224626,"GBE1","ENSG00000114480",2.59842549550747e-35,168.904027721214,"Delorey_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"83857",56,0.159090909090909,0.111480865224626,"TMTC1","ENSG00000133687",0.0008270402314826,-27.9327732193855,"BOST_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"5578",56,0.159090909090909,0.111480865224626,"PRKCA","ENSG00000154229",0.0025233546085089,12.6994610958324,"Izar_Neuronal.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"5578",56,0.159090909090909,0.111480865224626,"PRKCA","ENSG00000154229",0,-15.4903795870492,"Delorey_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"3720",56,0.159090909090909,0.111480865224626,"JARID2","ENSG00000008083",2.27458816721591e-08,63.2888041963044,"Izar_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"3720",56,0.159090909090909,0.111480865224626,"JARID2","ENSG00000008083",1.5851098387437e-09,8.9621502767168,"Izar_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"253782",56,0.159090909090909,0.111480865224626,"CERS6","ENSG00000172292",0.0428142630076147,-13.4512329131405,"Izar_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6480",56,0.159090909090909,0.111480865224626,"ST6GAL1","ENSG00000073849",4.81080058852117e-52,-34.460532474977,"BOST_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6480",56,0.159090909090909,0.111480865224626,"ST6GAL1","ENSG00000073849",1.72754576626075e-06,-11.0902708123009,"Delorey_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"8202",56,0.159090909090909,0.111480865224626,"NCOA3","ENSG00000124151",1.65870534559644e-24,66.0451502576053,"Delorey_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"23327",56,0.159090909090909,0.111480865224626,"NEDD4L","ENSG00000049759",1.61880566474241e-43,9.84904146499462,"Izar_DC.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"23327",56,0.159090909090909,0.111480865224626,"NEDD4L","ENSG00000049759",0,-19.0086675256316,"BOST_Neutrophils.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"23327",56,0.159090909090909,0.111480865224626,"NEDD4L","ENSG00000049759",9.83332671991038e-251,-33.853086711813,"BOST_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"79068",56,0.159090909090909,0.111480865224626,"FTO","ENSG00000140718",2.31587851120498e-157,-54.5683358206959,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"79068",56,0.159090909090909,0.111480865224626,"FTO","ENSG00000140718",0,-16.8122079017129,"BOST_Neutrophils.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"7150",56,0.159090909090909,0.111480865224626,"TOP1","ENSG00000198900",3.56682074788641e-48,-24.5742884286238,"BOST_Unknown.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"50515",56,0.159090909090909,0.111480865224626,"CHST11","ENSG00000171310",0,-52.2159680994176,"BOST_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"50515",56,0.159090909090909,0.111480865224626,"CHST11","ENSG00000171310",6.70083860380055e-20,-12.4082513271164,"BOST_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"26118",56,0.159090909090909,0.111480865224626,"WSB1","ENSG00000109046",3.09709954403821e-264,-30.8046313697088,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"166929",56,0.159090909090909,0.111480865224626,"SGMS2","ENSG00000164023",3.35930325518843e-156,-50.562077721867,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"166929",56,0.159090909090909,0.111480865224626,"SGMS2","ENSG00000164023",0,-39.7183925115112,"Delorey_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"166929",56,0.159090909090909,0.111480865224626,"SGMS2","ENSG00000164023",0,-37.1552813773941,"Izar_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"166929",56,0.159090909090909,0.111480865224626,"SGMS2","ENSG00000164023",1.60233239176426e-61,-13.9620651660938,"Delorey_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"54947",56,0.159090909090909,0.111480865224626,"LPCAT2","ENSG00000087253",2.16233204246902e-05,-8.95572865116115,"Izar_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"79668",56,0.159090909090909,0.111480865224626,"PARP8","ENSG00000151883",0.0300638525004046,9.51162444199013,"Izar_tCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"2131",56,0.159090909090909,0.111480865224626,"EXT1","ENSG00000182197",1.51672807446343e-05,-11.6338452501751,"Izar_Neuronal.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"659",56,0.159090909090909,0.111480865224626,"BMPR2","ENSG00000204217",7.72147978727202e-06,-19.3116644828974,"Delorey_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"659",56,0.159090909090909,0.111480865224626,"BMPR2","ENSG00000204217",1.02010690788966e-55,-14.3188644551615,"Izar_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57551",56,0.159090909090909,0.111480865224626,"TAOK1","ENSG00000160551",0.0342930031801158,44.9851055062697,"LIAO_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57551",56,0.159090909090909,0.111480865224626,"TAOK1","ENSG00000160551",0,115.69971147984,"LIAO_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57551",56,0.159090909090909,0.111480865224626,"TAOK1","ENSG00000160551",0,90.326019907065,"LIAO_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"84433",56,0.159090909090909,0.111480865224626,"CARD11","ENSG00000198286",4.75664886553407e-14,-8.36909737626611,"BOST_RBC.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"57534",56,0.159090909090909,0.111480865224626,"MIB1","ENSG00000101752",1.71032473558839e-89,326.535029778442,"Delorey_Neuronal.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",1.20970099419827e-119,76.7345718611458,"LIAO_bCells.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",0,207.936474120984,"Xu_Endothelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",5.2177198706204e-20,113.840327451655,"LIAO_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",0,76.2037591513713,"BOST_Epithelial.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",0,121.853242406619,"BOST_Fibroblasts.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",0,207.331923337617,"LIAO_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",0,142.971414699707,"Xu_Macrophages.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",7.72936757276319e-33,69.0268359114985,"BOST_Mast.csv"
"MF","GO:0016740","transferase activity",56,352,67,601,0.835820895522388,1.42706919945726,4.40567348231631,3.60883659970788e-06,0.00061350222195034,0.000486243247118536,"6303",56,0.159090909090909,0.111480865224626,"SAT1","ENSG00000130066",8.82068511415744e-273,222.519225273733,"BOST_Neutrophils.csv"
